Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Chalky,Wheat,493.68633056476693,20.307170651976502,TRUE,TRUE,Sunny,108,4.956504995285229
East,Loam,Maize,378.1262446770981,35.84971710863453,TRUE,TRUE,Sunny,93,4.916067264155913
East,Clay,Maize,593.5132900123713,23.800165553043286,FALSE,TRUE,Cloudy,88,4.389917548854556
West,Clay,Soybean,719.6991621626742,15.691624940381788,TRUE,TRUE,Rainy,118,6.929011945413351
North,Peaty,Maize,538.3900782235823,23.65308637931033,TRUE,FALSE,Sunny,129,4.740299796919268
West,Clay,Wheat,583.2075407238826,30.016426003161154,TRUE,TRUE,Cloudy,84,5.318961746336047
East,Peaty,Cotton,786.1915908068025,39.611920166448535,FALSE,FALSE,Sunny,71,4.807791270351577
North,Loam,Maize,868.2248553842684,22.26556843887935,TRUE,FALSE,Rainy,137,5.772825804697993
East,Clay,Wheat,178.24467623027766,32.360757449122346,TRUE,FALSE,Cloudy,135,3.141441657299751
West,Silt,Cotton,133.09275419497783,23.521755902055247,FALSE,FALSE,Cloudy,122,0.23453719415610963
West,Peaty,Soybean,199.07381462604997,39.19035350765117,TRUE,FALSE,Rainy,104,2.968728560474793
West,Chalky,Soybean,290.1425407409404,37.81320495448518,FALSE,FALSE,Sunny,73,2.172661984202434
North,Clay,Barley,445.8954848647046,15.305681069527369,FALSE,FALSE,Cloudy,124,2.2387063556267326
East,Silt,Wheat,521.0962748906643,28.33241151133256,TRUE,FALSE,Rainy,77,4.091272741221284
East,Loam,Barley,363.12922141336776,28.809647969725553,FALSE,FALSE,Cloudy,134,2.356887436530806
West,Sandy,Cotton,265.2558063022061,38.21452083945805,TRUE,TRUE,Rainy,137,5.412580333
West,Clay,Soybean,839.9519773,39.36266466,TRUE,FALSE,Rainy,109,6.900527258801457
West,Sandy,Rice,114.64480873051347,26.179901594162974,TRUE,TRUE,Sunny,123,4.0432242851111075
West,Clay,Rice,821.2461607447567,23.93349252125812,TRUE,FALSE,Sunny,93,6.143520223807153
South,Chalky,Rice,686.8091630483866,33.246223406155465,FALSE,TRUE,Rainy,80,4.683413432991756
South,Peaty,Wheat,413.85706474984545,15.146148887206804,TRUE,FALSE,Cloudy,87,4.108489341515382
South,Clay,Maize,939.6719248,28.48602292782537,TRUE,FALSE,Sunny,69,7.129076212
West,Clay,Rice,735.5435001454468,28.140407279694305,TRUE,TRUE,Sunny,88,7.264523818234977
West,Clay,Barley,994.5531673,17.92829799298992,TRUE,FALSE,Sunny,146,6.72086378
East,Sandy,Barley,238.01936341973823,19.175972242811383,FALSE,FALSE,Rainy,131,1.017935297624554
North,Loam,Rice,686.0798827198777,38.215483,TRUE,FALSE,Sunny,64,6.058764651
East,Loam,Soybean,162.91103554695394,16.461099802096804,TRUE,FALSE,Rainy,146,3.0775923507573104
South,Silt,Soybean,858.5157129848575,20.28357581498516,FALSE,TRUE,Cloudy,121,5.687407211641808
East,Clay,Rice,304.11225939209504,20.352600691197452,TRUE,TRUE,Cloudy,132,4.656115728
West,Chalky,Rice,583.4657988208858,26.378715745483518,TRUE,FALSE,Rainy,94,4.792946943562784
South,Chalky,Wheat,400.31343897620775,16.51594961242466,TRUE,FALSE,Rainy,100,3.7193795770101956
South,Sandy,Maize,505.76096482800176,27.025501507283494,TRUE,FALSE,Rainy,66,4.7627089164073455
North,Sandy,Barley,788.8364233821657,25.01709059647162,FALSE,TRUE,Rainy,98,5.828892531773971
North,Silt,Cotton,185.09870477767356,18.92363381159131,FALSE,TRUE,Sunny,66,3.567987470530232
South,Peaty,Rice,519.6088919,15.275774086986983,TRUE,TRUE,Cloudy,74,5.749808970274823
South,Loam,Barley,368.46583248844723,36.69579696198224,TRUE,FALSE,Rainy,119,4.425866284242906
East,Chalky,Rice,979.2277353425155,30.942699503691536,FALSE,FALSE,Rainy,127,5.290883148
South,Peaty,Rice,664.7803634456969,19.77532362261553,TRUE,TRUE,Rainy,95,6.9901721743349725
West,Silt,Wheat,756.8067778,33.97794968273588,FALSE,FALSE,Cloudy,76,4.836996512931233
East,Silt,Wheat,585.6144870240005,27.95232436140406,FALSE,FALSE,Rainy,69,3.296702383760419
West,Chalky,Soybean,566.0952710738184,28.160932761542924,TRUE,FALSE,Sunny,63,4.907295375411995
West,Chalky,Maize,511.4458733479409,20.731039654873364,FALSE,TRUE,Rainy,131,4.187990460765679
West,Loam,Barley,953.1100923539432,22.810337673778303,FALSE,TRUE,Cloudy,95,6.086743504157661
South,Loam,Wheat,786.5222977278353,15.701413502644222,FALSE,FALSE,Cloudy,111,4.051452596003404
North,Peaty,Rice,407.15276724338247,16.707232596929167,FALSE,FALSE,Rainy,140,2.6370911789813443
North,Loam,Soybean,156.1290724446265,33.49602596855364,TRUE,FALSE,Sunny,144,2.479973272463062
West,Clay,Barley,313.82709778675195,39.28284574581813,FALSE,TRUE,Cloudy,110,3.412834521069343
South,Silt,Wheat,773.6682631,30.020012407490327,TRUE,FALSE,Sunny,69,5.364680795323304
East,Silt,Soybean,764.1483887729531,36.28841039073598,TRUE,FALSE,Cloudy,148,5.910661599357365
West,Peaty,Cotton,504.77210116798597,37.18733742341725,FALSE,FALSE,Cloudy,132,3.8395692829539025
East,Silt,Soybean,760.8502069052811,22.094775220980083,TRUE,FALSE,Sunny,132,6.134589578261351
East,Clay,Rice,855.8922143574648,23.831785650477258,TRUE,FALSE,Rainy,127,6.3770416278279995
South,Loam,Cotton,962.0178964653664,37.475894335371244,FALSE,FALSE,Sunny,62,5.186406054306006
South,Silt,Barley,287.30182048896563,31.01321049330788,FALSE,TRUE,Rainy,90,2.8475412840580168
North,Chalky,Rice,493.5273888279174,35.32279933285865,FALSE,FALSE,Cloudy,99,3.684159316307388
North,Chalky,Maize,913.3055911322199,22.710072834218582,FALSE,FALSE,Rainy,63,4.4084616031783534
South,Clay,Wheat,647.9555370413008,17.303770017098746,TRUE,TRUE,Cloudy,136,6.935644756
West,Sandy,Wheat,959.4775031546792,39.73257780660569,TRUE,TRUE,Rainy,116,8.294702015043265
North,Loam,Rice,471.08775780523376,19.847278407423424,TRUE,TRUE,Rainy,119,5.028871059474239
East,Sandy,Cotton,214.41683785985046,32.74315940873189,FALSE,FALSE,Sunny,102,1.5846641673779576
West,Clay,Soybean,527.6884259739577,15.376986351088116,FALSE,FALSE,Sunny,128,2.171600463315851
East,Peaty,Barley,234.25794068052042,18.318230922980213,TRUE,TRUE,Sunny,137,4.258120179453523
South,Silt,Cotton,669.3043553408191,27.935398201018202,TRUE,TRUE,Cloudy,141,6.574309707026175
East,Clay,Barley,120.43052559982222,35.39273935114848,TRUE,FALSE,Rainy,107,2.673881499786619
West,Clay,Wheat,282.4065671495244,34.90152954783043,TRUE,FALSE,Cloudy,69,4.572951874433371
South,Peaty,Maize,807.0733322527818,37.87794403,FALSE,TRUE,Rainy,83,5.506347297482732
West,Loam,Soybean,258.3120239960522,25.469945803347713,TRUE,FALSE,Cloudy,106,3.7134900984035153
East,Sandy,Barley,777.0396897671668,15.132910189664798,TRUE,FALSE,Rainy,65,5.654653166573036
West,Peaty,Cotton,662.0359321492649,18.51525340458385,TRUE,FALSE,Cloudy,75,4.876193023602233
South,Peaty,Barley,611.2534816669661,22.48972823,TRUE,TRUE,Sunny,73,6.1005046706421275
East,Sandy,Rice,182.9850227133196,21.860926503570457,TRUE,FALSE,Cloudy,106,3.923453995677227
East,Chalky,Soybean,415.66717643361096,37.82303871327856,TRUE,FALSE,Cloudy,144,4.623803887499015
North,Silt,Rice,429.78695541198545,21.594644324460052,FALSE,TRUE,Sunny,105,3.9535101876702887
North,Chalky,Maize,464.0276037728626,25.626573957356417,TRUE,FALSE,Sunny,97,4.0506796660040445
West,Silt,Barley,786.3176671555983,38.190067840305126,TRUE,FALSE,Cloudy,138,5.695523055742998
North,Silt,Wheat,378.4648854868331,29.289274592868615,TRUE,TRUE,Sunny,70,4.580009874904372
North,Peaty,Maize,316.7661354394055,37.35001361525478,TRUE,TRUE,Rainy,70,3.5598332342043264
North,Sandy,Rice,500.5741428678776,34.53466910295377,FALSE,TRUE,Cloudy,132,3.7730674094686076
North,Peaty,Soybean,103.47547016445685,39.32160645373713,TRUE,FALSE,Cloudy,72,2.980576029024991
South,Sandy,Soybean,910.0589481900579,19.905413088912056,FALSE,FALSE,Cloudy,97,4.403571583110204
South,Silt,Wheat,967.8090694,19.187172443482893,TRUE,FALSE,Cloudy,66,5.910784091103141
North,Peaty,Cotton,151.53653308910486,33.164954814879756,FALSE,TRUE,Sunny,96,2.353067565086393
West,Chalky,Barley,469.0596014943843,32.80601547195867,TRUE,FALSE,Rainy,108,5.126454174279025
South,Loam,Rice,830.4451721902639,32.97706792090116,FALSE,FALSE,Rainy,77,4.858774567056975
North,Loam,Maize,305.1845407395823,37.26808617,TRUE,TRUE,Sunny,132,5.428081739763094
South,Chalky,Rice,273.9684794966373,18.11372491023551,FALSE,TRUE,Cloudy,94,2.1255038979225143
East,Loam,Barley,373.4592948000384,35.27138772072166,FALSE,TRUE,Rainy,98,3.984402274860735
South,Clay,Rice,151.75836044330575,18.806248052648808,TRUE,FALSE,Sunny,88,1.9970881121555606
South,Peaty,Soybean,497.5659218335843,32.01069238130776,FALSE,TRUE,Rainy,109,3.7671773507372937
West,Clay,Soybean,807.3046228886784,38.17843204310391,TRUE,TRUE,Sunny,64,7.5978637086728575
South,Peaty,Rice,938.2131454896895,33.64262842892909,TRUE,TRUE,Cloudy,121,8.186309215725158
West,Loam,Cotton,180.29551861023492,21.090855105266222,FALSE,FALSE,Sunny,105,2.285111394666932
East,Chalky,Barley,128.5232735524354,28.11026835473914,FALSE,FALSE,Rainy,108,1.4303637707339516
North,Clay,Barley,573.3294423953319,16.839492160661948,TRUE,FALSE,Sunny,147,3.5442505049118536
West,Chalky,Wheat,712.7849169169937,20.93837519133644,FALSE,TRUE,Sunny,82,4.908374156600554
South,Peaty,Wheat,578.9225678650515,20.11850992374206,FALSE,FALSE,Cloudy,135,3.2757275790970315
South,Silt,Rice,760.4132309474064,28.63382404651233,TRUE,TRUE,Rainy,132,7.624636857539749
West,Sandy,Soybean,160.1486375092988,22.541286522348088,FALSE,TRUE,Rainy,61,1.454645093921144
East,Sandy,Barley,263.5587872621977,21.13342728521488,FALSE,TRUE,Sunny,111,3.077161043
North,Chalky,Cotton,726.2809978039634,28.977450131817356,FALSE,TRUE,Sunny,92,5.445515058
South,Sandy,Wheat,872.9295855551801,19.192977567250715,FALSE,FALSE,Cloudy,77,4.462024695826244
East,Silt,Maize,827.8506994503913,20.28799593343149,FALSE,FALSE,Cloudy,82,4.411380979529762
North,Clay,Rice,341.36832260350513,32.08565859,TRUE,TRUE,Sunny,141,5.655708232919625
North,Loam,Maize,121.96715976810768,33.79949063785861,FALSE,TRUE,Sunny,103,2.440528993297016
South,Chalky,Barley,704.7119824648206,38.43918591541321,TRUE,FALSE,Cloudy,116,5.930568974867453
West,Loam,Soybean,559.8547649259341,28.90421421283979,FALSE,TRUE,Rainy,77,5.354396057279763
South,Sandy,Soybean,133.7036531973082,17.99702508385119,TRUE,FALSE,Sunny,95,2.637474545127671
South,Chalky,Soybean,459.54913964955466,22.887272815601108,TRUE,TRUE,Cloudy,124,4.810341187
South,Peaty,Barley,411.8605596226626,16.532524151366786,TRUE,TRUE,Sunny,117,4.919576493
East,Chalky,Barley,304.7464247741838,22.442568589247948,FALSE,TRUE,Rainy,145,3.540393968118069
West,Clay,Rice,665.6270199075333,17.995862395266638,FALSE,TRUE,Cloudy,108,4.774251968699695
East,Chalky,Rice,776.1325471353231,31.866613089331935,TRUE,TRUE,Sunny,119,7.134691670985881
South,Clay,Wheat,341.8544586394265,29.39554472323883,TRUE,TRUE,Rainy,141,4.345964661
West,Chalky,Wheat,872.4449688982764,24.66472672492086,FALSE,FALSE,Rainy,91,4.288627651994279
North,Silt,Wheat,795.1074136794506,19.824821733484512,FALSE,FALSE,Sunny,135,4.045144030326655
West,Chalky,Wheat,728.2387888,36.91432339109122,TRUE,TRUE,Sunny,68,7.358445360667156
South,Sandy,Maize,685.5342705,37.15656789910574,TRUE,TRUE,Rainy,79,6.932780550269226
West,Silt,Soybean,954.3462313249797,38.72824782368985,TRUE,TRUE,Cloudy,82,8.150578613821827
North,Sandy,Soybean,800.5286547570499,23.62517994174659,TRUE,FALSE,Cloudy,76,6.3941692681686835
North,Sandy,Rice,506.36859467914667,39.82949390430783,TRUE,TRUE,Cloudy,102,5.79176297
West,Peaty,Rice,229.8165280346948,23.181301372684587,FALSE,TRUE,Rainy,79,3.427236559369812
North,Sandy,Barley,517.6564859436126,38.41769516564436,TRUE,TRUE,Cloudy,101,6.475573271875964
East,Chalky,Maize,779.7016279092368,35.35101326142214,TRUE,TRUE,Cloudy,97,7.9862615470237035
West,Silt,Rice,450.6992446507138,39.496252705790766,TRUE,TRUE,Rainy,70,5.881907858916735
North,Sandy,Maize,208.5356959344316,34.49418007337226,TRUE,TRUE,Cloudy,94,4.882080888245653
North,Peaty,Cotton,738.2386868451354,17.86627281107583,FALSE,TRUE,Rainy,112,4.910779009742085
West,Chalky,Soybean,439.6416072100704,29.694221741802586,FALSE,FALSE,Rainy,117,2.820589959620203
East,Chalky,Soybean,765.0713968483132,34.703558020208305,TRUE,FALSE,Cloudy,78,6.038156849654728
West,Chalky,Cotton,442.3723508944337,18.71715884860642,TRUE,FALSE,Rainy,140,4.883415237777491
North,Clay,Cotton,410.8188552057134,38.34130812940657,FALSE,TRUE,Sunny,146,3.885203147751304
West,Peaty,Maize,532.0889222374201,30.967960794796312,TRUE,TRUE,Rainy,136,6.649589731741584
North,Chalky,Barley,474.29252985981304,15.022962413312916,FALSE,TRUE,Cloudy,113,3.6229474741624808
South,Silt,Wheat,432.68951742170873,32.20063339736066,FALSE,TRUE,Sunny,86,4.2386013882411815
West,Clay,Soybean,606.2713807458413,27.126643582831573,TRUE,FALSE,Cloudy,149,4.0977939433547155
West,Sandy,Wheat,314.7597080744363,39.50522464647196,TRUE,FALSE,Sunny,135,3.9626689763493945
North,Sandy,Barley,746.7279923976189,20.56173154470044,TRUE,FALSE,Sunny,95,6.511503542644483
North,Silt,Rice,810.5445023023126,30.272799864424414,TRUE,TRUE,Rainy,99,7.4165772260213645
North,Sandy,Wheat,470.2594417261457,22.864964279627827,TRUE,TRUE,Cloudy,132,6.5704311108160685
North,Clay,Wheat,668.8130838364839,18.901080964159927,TRUE,TRUE,Cloudy,117,6.343510605658562
West,Silt,Wheat,661.0356178034939,28.764498994567077,FALSE,FALSE,Cloudy,96,3.4218407608314942
North,Silt,Barley,650.7240424891495,15.186737128137043,TRUE,TRUE,Sunny,122,6.898436891342415
West,Peaty,Rice,944.8124638,26.93180684761253,TRUE,FALSE,Rainy,69,6.088306646629778
East,Loam,Cotton,721.2120054677515,39.629384564837494,TRUE,FALSE,Rainy,83,6.533476657989756
West,Clay,Barley,766.1796959323607,36.668740624197355,TRUE,TRUE,Sunny,81,7.765022608523866
North,Peaty,Maize,475.7591953373872,25.599619067160738,FALSE,TRUE,Sunny,80,4.760998576912345
North,Clay,Rice,378.3125917895681,28.48864957326036,TRUE,TRUE,Cloudy,75,4.5657666652641495
East,Clay,Rice,879.0107355758144,31.223948189332262,FALSE,TRUE,Sunny,106,6.599917564061529
West,Peaty,Cotton,483.40101081161214,25.828788483508955,TRUE,TRUE,Sunny,114,5.580137180418525
East,Silt,Rice,290.3527701649737,27.41014262025893,FALSE,FALSE,Rainy,127,3.027160531
West,Peaty,Wheat,640.3879472726951,31.790834188723995,TRUE,TRUE,Rainy,149,7.044175209194301
North,Loam,Cotton,662.6420776741007,34.39117146860137,TRUE,TRUE,Cloudy,125,6.7929501999280415
West,Silt,Barley,324.5676521330985,31.920712687433248,FALSE,FALSE,Rainy,96,2.057292953178475
North,Sandy,Cotton,818.6641339973246,38.145860422006294,FALSE,TRUE,Sunny,100,5.758504052403308
North,Silt,Wheat,167.68906381094362,28.562320903034205,FALSE,FALSE,Rainy,119,1.9105078592620335
South,Clay,Barley,863.3182300163234,29.004912203609738,TRUE,FALSE,Sunny,126,6.636362383598993
South,Peaty,Rice,508.62800711090483,16.24827792679404,TRUE,TRUE,Sunny,101,5.616444676091551
West,Clay,Soybean,565.9248689696665,31.347923700743564,FALSE,TRUE,Rainy,76,5.234137692923812
North,Peaty,Barley,931.1905670052165,25.51758468752687,FALSE,TRUE,Cloudy,123,6.869205945174348
East,Silt,Maize,333.66808784405373,37.30744386,TRUE,FALSE,Rainy,117,4.416488013206442
North,Silt,Cotton,424.69588223691756,26.540715061758604,TRUE,TRUE,Sunny,132,5.208920390845444
East,Chalky,Cotton,249.9550183779825,39.600151958778106,FALSE,FALSE,Rainy,115,1.4771196344541035
West,Clay,Maize,444.7154042,21.915714020786925,FALSE,FALSE,Cloudy,125,3.009510318223467
West,Chalky,Wheat,477.6379599828783,20.653629814795178,TRUE,FALSE,Cloudy,125,4.286306052520594
East,Chalky,Maize,232.489782,24.87123340763882,FALSE,TRUE,Sunny,94,2.816974043472612
East,Sandy,Barley,694.2983512,35.92335480909564,TRUE,TRUE,Cloudy,69,7.321402451413998
North,Peaty,Soybean,118.18089109969013,38.604898342979354,TRUE,TRUE,Sunny,122,4.201021981953105
West,Chalky,Maize,196.47160366963848,17.006766073856706,FALSE,FALSE,Sunny,103,1.323276939824446
North,Silt,Maize,194.8152640476515,17.056678742113807,FALSE,FALSE,Sunny,104,1.9615289388199193
East,Loam,Soybean,135.52064379851788,30.07959601166095,FALSE,FALSE,Cloudy,105,0.7171867820253125
South,Clay,Wheat,340.4807854477707,37.82174291218327,TRUE,TRUE,Cloudy,117,5.4895075781786185
South,Silt,Cotton,708.4319795098249,32.52541645291767,TRUE,TRUE,Cloudy,89,6.891049904738913
South,Chalky,Barley,827.6894454969221,20.935108153482737,TRUE,FALSE,Sunny,60,5.365083786252706
East,Silt,Maize,280.0140492432589,28.533829616097186,TRUE,TRUE,Rainy,121,3.9549878865522903
North,Sandy,Maize,634.4653148484481,16.10124107088338,TRUE,FALSE,Sunny,111,5.038916907590065
West,Clay,Cotton,466.3252817935097,20.23124791355853,TRUE,TRUE,Rainy,77,5.77687856
East,Chalky,Maize,551.3637355687017,39.13164951062758,TRUE,FALSE,Sunny,92,4.524396412536513
South,Peaty,Wheat,904.0670305224833,33.48048560037207,FALSE,TRUE,Cloudy,104,7.354454187671501
North,Loam,Wheat,780.6110891183196,25.104912624760406,FALSE,TRUE,Sunny,144,5.829641281767414
West,Clay,Soybean,606.4709197962799,25.667135793030283,FALSE,TRUE,Rainy,84,4.959392541138924
West,Peaty,Wheat,428.17452056840085,18.890843892572015,TRUE,TRUE,Rainy,92,5.837402033321558
East,Silt,Cotton,540.1075303445068,27.93976627828826,TRUE,FALSE,Cloudy,139,4.881411835622473
East,Sandy,Rice,554.2288957205956,32.88277594191713,FALSE,TRUE,Cloudy,135,4.145085421121036
West,Clay,Maize,504.21405521978505,23.60968117769305,TRUE,TRUE,Sunny,125,5.757461651308897
West,Chalky,Cotton,953.1385875790921,17.811995952338684,FALSE,TRUE,Cloudy,108,5.705187850030401
South,Loam,Cotton,543.4591840343694,17.827080052780964,FALSE,FALSE,Cloudy,110,3.0426723936166304
West,Peaty,Maize,813.6687486744761,19.68100969048643,FALSE,FALSE,Cloudy,107,4.437795960380576
East,Loam,Soybean,660.8483277108353,16.60092306336169,TRUE,FALSE,Sunny,131,4.956746106293644
North,Peaty,Rice,310.61639186933746,31.82376263154797,FALSE,TRUE,Rainy,113,3.303511416981708
South,Silt,Wheat,774.8499938238018,32.88763450889124,FALSE,FALSE,Rainy,122,4.062694144804418
South,Sandy,Rice,562.5035523035988,17.20221544345204,FALSE,TRUE,Sunny,101,3.3855067219185457
West,Chalky,Rice,368.7330679839559,37.803682443508606,FALSE,TRUE,Sunny,79,4.043853533579812
North,Sandy,Cotton,703.3038754487715,26.14618647390619,TRUE,FALSE,Rainy,77,5.0969326311515655
South,Peaty,Barley,717.6081134708066,27.412861251902953,TRUE,TRUE,Sunny,121,7.211863230867131
East,Silt,Maize,964.5101918893173,24.957233027145556,FALSE,TRUE,Rainy,116,6.867997384671039
West,Peaty,Rice,521.2215892336601,25.826372225796135,TRUE,TRUE,Cloudy,105,5.293407365
East,Clay,Rice,689.9625868828609,16.37347442812758,FALSE,FALSE,Sunny,88,3.8575689353172975
West,Chalky,Maize,501.77088469752505,16.943869466569748,TRUE,TRUE,Cloudy,147,6.050058784874046
South,Loam,Barley,794.9313713034169,35.45826652342428,TRUE,TRUE,Rainy,149,7.521406703960089
West,Chalky,Cotton,780.0688452687622,16.949654336989006,TRUE,FALSE,Cloudy,102,6.234638436617027
North,Sandy,Maize,496.7061932733572,25.258247856462447,FALSE,FALSE,Cloudy,82,3.2073508187754296
East,Peaty,Barley,736.0262572493875,29.31739086454404,TRUE,TRUE,Rainy,109,6.485749246659987
North,Silt,Barley,658.2248485775962,23.059302391048874,FALSE,TRUE,Rainy,104,4.9516671152637315
East,Loam,Wheat,173.38863691647055,24.85395005399686,FALSE,TRUE,Sunny,121,3.526056220096188
East,Chalky,Cotton,244.69229852433472,32.44343140104085,TRUE,FALSE,Rainy,76,1.976122146857876
West,Chalky,Cotton,315.90628246880226,30.99627598097021,FALSE,TRUE,Sunny,98,4.236945367185959
South,Clay,Maize,943.4540826888013,32.72970558795668,FALSE,FALSE,Rainy,103,5.785725437
South,Sandy,Cotton,838.1668875621416,32.52896881675876,TRUE,TRUE,Rainy,140,8.09342255
North,Chalky,Soybean,880.6581049274931,21.86512641316859,TRUE,FALSE,Rainy,106,5.794337105212034
West,Silt,Maize,813.8798928433725,35.534441158857874,FALSE,FALSE,Sunny,67,5.160705905501578
South,Chalky,Rice,883.9760516380633,33.277281783361616,FALSE,TRUE,Cloudy,75,6.354537152461909
East,Silt,Rice,135.28453442595185,19.319719760247064,FALSE,FALSE,Cloudy,143,1.0779945673108426
East,Peaty,Maize,536.2413592631974,20.573113483344926,FALSE,FALSE,Rainy,86,3.823229997631099
West,Loam,Wheat,496.34489421137204,30.595767517155558,TRUE,TRUE,Sunny,63,5.125222124414653
North,Peaty,Wheat,798.4422857996968,32.075870488880305,TRUE,TRUE,Sunny,60,7.834575909694669
West,Chalky,Maize,365.8081247096077,30.804018391379252,FALSE,TRUE,Cloudy,67,2.928407580677317
North,Clay,Barley,485.05790272500803,15.933244783754809,TRUE,FALSE,Cloudy,126,3.9693344432570083
West,Sandy,Rice,640.7430272020173,31.74468855620143,TRUE,TRUE,Cloudy,123,5.962967749524555
East,Loam,Wheat,791.9287655605625,32.30945310892255,TRUE,FALSE,Rainy,69,6.2869476748043525
West,Silt,Wheat,194.75723691415226,25.782603795723247,TRUE,TRUE,Cloudy,94,4.5536600651694465
South,Peaty,Soybean,115.65361048104575,25.165697442424886,TRUE,TRUE,Rainy,99,3.6084760544553385
South,Chalky,Barley,226.29808746730686,33.64027182828261,TRUE,TRUE,Cloudy,93,4.219432514310133
West,Clay,Maize,118.08729094789277,27.274186458862722,FALSE,FALSE,Sunny,145,0.755920779
North,Chalky,Cotton,109.87112365135987,32.74893928,TRUE,TRUE,Rainy,98,3.290128413506084
North,Sandy,Wheat,342.99595659427337,17.188494937017595,TRUE,TRUE,Sunny,71,5.0815919853011176
East,Chalky,Barley,578.1925135549313,22.53166691577778,TRUE,TRUE,Cloudy,130,5.996685594204368
East,Loam,Barley,925.6070633257816,37.61457661882623,TRUE,FALSE,Rainy,126,7.019617094051986
North,Loam,Soybean,436.76241894500856,28.886783417990785,TRUE,TRUE,Sunny,95,5.608846518346115
West,Peaty,Wheat,401.24572754849754,35.964071056558225,TRUE,TRUE,Cloudy,71,5.664964205201961
East,Clay,Maize,295.2014070313295,17.010842675500765,FALSE,FALSE,Sunny,86,1.600107368240011
North,Chalky,Soybean,974.1338354415374,33.41763231,TRUE,FALSE,Rainy,121,6.959263799335722
North,Loam,Cotton,904.8209204319761,33.26803351418363,TRUE,TRUE,Sunny,102,7.8139679246360805
West,Chalky,Maize,990.7900673507302,27.58325627862976,TRUE,FALSE,Rainy,95,7.443535670198085
South,Clay,Maize,784.4789841120611,29.131320631082378,TRUE,TRUE,Sunny,113,6.940940390194559
North,Clay,Cotton,630.5500938003935,17.351318841253324,FALSE,FALSE,Sunny,86,4.035971509093372
East,Clay,Barley,990.4425460117482,33.67713703378444,TRUE,TRUE,Rainy,77,8.401441642183425
West,Chalky,Cotton,916.6279315920906,20.447480517670247,FALSE,FALSE,Cloudy,103,5.175188207047168
West,Peaty,Barley,640.5302168083712,17.00460767024578,FALSE,TRUE,Sunny,100,5.559121132691445
West,Sandy,Rice,852.1504288787644,37.388035325392224,FALSE,FALSE,Rainy,61,4.23625896
South,Peaty,Cotton,309.3425402129875,21.27212705133968,FALSE,FALSE,Rainy,136,2.278090621124885
South,Clay,Soybean,798.4495469912738,34.62296844685658,TRUE,TRUE,Sunny,72,7.807061817485725
East,Sandy,Wheat,978.2172026311554,30.823380855351882,TRUE,TRUE,Sunny,103,7.940836316702522
East,Silt,Rice,309.7817075,25.259555840390465,FALSE,FALSE,Sunny,114,1.9721739760777184
West,Silt,Rice,504.21325900499073,38.70077428833716,TRUE,FALSE,Cloudy,78,4.963052122382051
East,Clay,Barley,286.29379192725173,37.13208471772161,FALSE,FALSE,Cloudy,88,1.7482291291795806
North,Clay,Soybean,250.33064266411634,23.197086112962964,FALSE,FALSE,Sunny,130,3.0931705944312546
South,Peaty,Wheat,821.2346216095856,39.93572145515863,FALSE,FALSE,Sunny,127,4.8151478947936175
West,Sandy,Barley,513.2347608853479,33.12493462329766,TRUE,TRUE,Rainy,128,5.084654948106517
West,Peaty,Rice,471.31571388524685,29.09619856015794,FALSE,TRUE,Cloudy,93,3.305478188239024
North,Clay,Maize,776.2104464545635,30.70706104818805,FALSE,FALSE,Sunny,124,4.373803745929708
North,Silt,Maize,473.46625000602467,31.028919310158237,TRUE,TRUE,Cloudy,109,6.061913719008461
North,Loam,Barley,801.8889936115279,26.78277758916942,TRUE,TRUE,Sunny,76,7.619821534624038
North,Clay,Barley,649.1760293131526,32.17029698786516,TRUE,TRUE,Rainy,106,6.057068724042789
West,Clay,Maize,303.55982457155335,22.91034821149856,FALSE,FALSE,Rainy,139,1.6056769200262802
South,Sandy,Cotton,259.4698959066382,22.85223227630678,TRUE,FALSE,Sunny,145,2.5129989436725055
South,Loam,Maize,895.2289631796604,25.267935827761384,TRUE,TRUE,Cloudy,70,6.991320093148856
North,Chalky,Soybean,470.64415176949007,39.49019342374487,FALSE,FALSE,Cloudy,137,3.1861326008189246
East,Chalky,Cotton,839.6278591232947,32.13822318285722,FALSE,FALSE,Cloudy,149,5.661134882714043
West,Peaty,Maize,456.43804722599236,25.771703240260315,TRUE,TRUE,Sunny,72,5.385136366950144
South,Sandy,Rice,749.0528509833092,18.378916974120166,FALSE,FALSE,Rainy,69,4.227052392837092
North,Sandy,Rice,144.89494446916842,29.27875618222712,TRUE,TRUE,Sunny,77,4.498925563
East,Sandy,Soybean,550.5878080772379,38.29445665970138,FALSE,FALSE,Rainy,145,3.554026219077335
East,Silt,Barley,121.00770289328301,21.40507296420664,TRUE,TRUE,Sunny,83,3.944156407508275
North,Peaty,Rice,561.67921,31.15513122301529,TRUE,FALSE,Cloudy,147,4.395135619071517
West,Silt,Rice,276.9605884406377,36.334534232753896,TRUE,FALSE,Sunny,80,4.101539589793306
South,Sandy,Barley,584.8885880599397,31.961075106587174,FALSE,FALSE,Sunny,141,3.955866698
East,Silt,Soybean,466.4227766242945,29.83485344164779,FALSE,TRUE,Cloudy,128,4.798501803928694
