Region,Soil Type,Crop Type,Rainfall_mm,Temperature(c),Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,Fertilizer Name
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,62.0,44.0,21,0,28,28-28
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,55.45,59.87,12,0,37,14-35-14
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,67.83,68.19,26,0,15,17-17-17
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,60.79,41.51,1,13,13,14-35-14
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,48.4,35.57,13,8,32,10-26-26
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,48.39,33.21,40,1,0,14-35-14
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,64.47,59.18,34,0,2,17-17-17
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,62.69,55.11,17,0,8,14-35-14
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,56.32,45.45,8,0,9,17-17-17
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,50.57,52.14,9,3,27,10-26-26
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,58.12,24.71,25,1,19,Urea
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,64.88,54.37,1,8,27,28-28
South,Sandy,Barley,269.6752891039277,31.0,False,True,Sunny,139,3.127863623580564,65.45,31.98,22,0,20,DAP
North,Sandy,Maize,811.5323018048749,20.0,False,False,Cloudy,82,4.561360272888978,57.16,58.47,10,13,13,28-28
West,Sandy,Cotton,170.79061514079203,34.0,False,False,Sunny,140,2.1992160335503472,57.16,39.48,26,4,24,17-17-17
West,Sandy,Cotton,170.79061514079203,34.0,False,False,Sunny,140,2.1992160335503472,58.34,39.98,26,0,23,17-17-17
West,Sandy,Cotton,170.79061514079203,34.0,False,False,Sunny,140,2.1992160335503472,55.38,49.19,5,0,17,10-26-26
West,Sandy,Cotton,170.79061514079203,34.0,False,False,Sunny,140,2.1992160335503472,69.67,48.66,23,3,19,Urea
West,Sandy,Cotton,170.79061514079203,34.0,False,False,Sunny,140,2.1992160335503472,64.75,49.95,45,0,0,10-26-26
West,Sandy,Cotton,170.79061514079203,34.0,False,False,Sunny,140,2.1992160335503472,66.51,62.55,13,3,38,20-20
West,Sandy,Cotton,170.79061514079203,34.0,False,False,Sunny,140,2.1992160335503472,50.64,63.2,9,5,28,DAP
North,Sandy,Barley,689.3675560599122,36.0,True,True,Cloudy,89,6.770529882491993,68.0,38.0,7,9,30,14-35-14
North,Sandy,Barley,689.3675560599122,36.0,True,True,Cloudy,89,6.770529882491993,69.03,54.45,21,0,22,20-20
North,Sandy,Barley,689.3675560599122,36.0,True,True,Cloudy,89,6.770529882491993,76.2,24.17,10,0,17,14-35-14
North,Sandy,Barley,689.3675560599122,36.0,True,True,Cloudy,89,6.770529882491993,57.83,47.58,26,1,22,Urea
North,Sandy,Barley,689.3675560599122,36.0,True,True,Cloudy,89,6.770529882491993,74.71,25.27,12,0,34,17-17-17
North,Sandy,Barley,689.3675560599122,36.0,True,True,Cloudy,89,6.770529882491993,72.79,46.6,22,0,20,DAP
North,Sandy,Barley,689.3675560599122,36.0,True,True,Cloudy,89,6.770529882491993,73.12,54.53,13,0,35,Urea
North,Sandy,Barley,689.3675560599122,36.0,True,True,Cloudy,89,6.770529882491993,64.38,52.82,41,1,3,10-26-26
North,Sandy,Barley,689.3675560599122,36.0,True,True,Cloudy,89,6.770529882491993,66.96,25.72,13,3,35,28-28
South,Sandy,Cotton,635.2020615456979,32.0,False,False,Cloudy,81,4.423162232493812,53.18,50.78,21,3,17,Urea
South,Sandy,Cotton,635.2020615456979,32.0,False,False,Cloudy,81,4.423162232493812,47.81,36.46,11,5,26,14-35-14
South,Sandy,Cotton,635.2020615456979,32.0,False,False,Cloudy,81,4.423162232493812,66.45,25.05,43,0,0,Urea
South,Sandy,Cotton,635.2020615456979,32.0,False,False,Cloudy,81,4.423162232493812,61.45,49.19,20,3,22,DAP
South,Sandy,Cotton,635.2020615456979,32.0,False,False,Cloudy,81,4.423162232493812,66.97,35.57,16,0,39,28-28
South,Sandy,Cotton,635.2020615456979,32.0,False,False,Cloudy,81,4.423162232493812,64.95,55.13,16,0,10,20-20
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,52.0,38.0,37,0,0,Urea
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,52.0,44.0,23,0,20,28-28
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,55.37,59.34,11,1,12,20-20
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,65.69,55.2,7,7,32,10-26-26
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,51.89,45.51,28,4,21,14-35-14
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,52.53,60.62,9,9,33,DAP
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,53.65,56.71,36,3,0,14-35-14
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,65.45,48.14,16,11,14,20-20
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,63.11,41.43,36,0,1,10-26-26
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,48.06,41.76,37,0,0,14-35-14
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,65.58,44.9,27,0,20,Urea
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,63.95,63.21,10,3,31,DAP
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,46.63,42.08,8,17,19,17-17-17
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,50.62,55.85,10,6,27,DAP
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,52.55,41.35,7,0,46,17-17-17
East,Sandy,Maize,144.16982798252084,26.0,False,True,Sunny,90,2.180365819,57.83,37.34,38,0,0,14-35-14
West,Sandy,Wheat,719.0210777755884,37.0,True,True,Cloudy,131,7.747827595,74.71,50.16,33,0,2,10-26-26
West,Sandy,Wheat,719.0210777755884,37.0,True,True,Cloudy,131,7.747827595,62.5,53.31,42,0,4,20-20
West,Sandy,Wheat,719.0210777755884,37.0,True,True,Cloudy,131,7.747827595,59.21,38.16,10,3,42,28-28
West,Sandy,Wheat,719.0210777755884,37.0,True,True,Cloudy,131,7.747827595,62.07,24.59,12,2,43,10-26-26
West,Sandy,Maize,325.6143098971035,33.0,False,False,Cloudy,76,2.197522519115189,64.0,51.0,5,9,29,14-35-14
West,Sandy,Maize,325.6143098971035,33.0,False,False,Cloudy,76,2.197522519115189,69.66,51.62,36,0,4,Urea
West,Sandy,Maize,325.6143098971035,33.0,False,False,Cloudy,76,2.197522519115189,50.38,53.63,8,6,37,17-17-17
West,Sandy,Maize,325.6143098971035,33.0,False,False,Cloudy,76,2.197522519115189,65.19,50.69,26,1,16,DAP
West,Sandy,Maize,325.6143098971035,33.0,False,False,Cloudy,76,2.197522519115189,55.73,60.55,10,15,18,Urea
West,Sandy,Maize,325.6143098971035,33.0,False,False,Cloudy,76,2.197522519115189,68.09,43.83,10,20,20,DAP
West,Sandy,Maize,325.6143098971035,33.0,False,False,Cloudy,76,2.197522519115189,61.58,56.87,24,0,23,14-35-14
West,Sandy,Maize,325.6143098971035,33.0,False,False,Cloudy,76,2.197522519115189,56.59,20.08,15,0,35,14-35-14
West,Sandy,Maize,325.6143098971035,33.0,False,False,Cloudy,76,2.197522519115189,56.31,25.41,18,0,23,20-20
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,52.0,35.0,12,10,13,17-17-17
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,50.63,43.0,28,0,14,10-26-26
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,59.61,29.75,31,1,1,28-28
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,68.27,47.59,12,0,15,10-26-26
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,57.12,57.3,10,7,32,20-20
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,60.59,21.88,11,10,28,10-26-26
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,59.65,38.45,24,0,22,28-28
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,63.15,63.34,7,9,28,28-28
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,59.96,28.29,8,0,10,DAP
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,62.49,63.64,18,2,33,DAP
West,Sandy,Barley,461.75524215115234,26.0,False,False,Rainy,118,1.9228768685570683,60.28,36.97,8,14,20,14-35-14
North,Sandy,Cotton,310.6688789718221,23.0,True,False,Cloudy,144,3.125808915468451,57.9,39.61,6,11,31,14-35-14
North,Sandy,Cotton,310.6688789718221,23.0,True,False,Cloudy,144,3.125808915468451,47.07,38.29,26,0,25,17-17-17
East,Sandy,Cotton,712.1876074070868,22.0,False,False,Sunny,72,3.758921529448085,52.54,39.37,9,0,8,28-28
East,Sandy,Cotton,712.1876074070868,22.0,False,False,Sunny,72,3.758921529448085,59.33,60.29,14,0,4,DAP
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,46.96,51.16,8,8,29,14-35-14
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,63.03,39.38,42,3,0,14-35-14
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,69.74,37.19,23,0,15,28-28
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,56.9,51.27,13,8,28,10-26-26
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,63.09,59.4,9,13,35,28-28
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,63.93,34.94,25,0,20,10-26-26
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,55.31,47.97,9,0,12,Urea
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,58.37,39.02,7,10,32,17-17-17
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,60.04,70.0,16,0,34,17-17-17
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,54.9,62.24,7,0,36,Urea
West,Sandy,Maize,796.2527915087287,32.0,True,True,Cloudy,104,7.4321809561401535,53.44,28.81,12,1,15,28-28
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,52.0,35.0,12,10,13,17-17-17
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,50.63,43.0,28,0,14,10-26-26
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,59.61,29.75,31,1,1,28-28
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,68.27,47.59,12,0,15,10-26-26
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,57.12,57.3,10,7,32,20-20
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,60.59,21.88,11,10,28,10-26-26
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,59.65,38.45,24,0,22,28-28
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,63.15,63.34,7,9,28,28-28
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,59.96,28.29,8,0,10,DAP
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,62.49,63.64,18,2,33,DAP
East,Sandy,Barley,201.0139884935444,26.0,True,True,Rainy,138,3.92918273059997,60.28,36.97,8,14,20,14-35-14
West,Sandy,Maize,280.61749953441165,39.0,False,True,Cloudy,87,3.598906137649789,73.14,24.99,12,2,40,Urea
West,Sandy,Maize,280.61749953441165,39.0,False,True,Cloudy,87,3.598906137649789,71.98,43.54,6,11,23,20-20
West,Sandy,Maize,280.61749953441165,39.0,False,True,Cloudy,87,3.598906137649789,54.27,49.34,15,0,41,17-17-17
West,Sandy,Cotton,772.3057177414046,31.0,False,False,Sunny,128,4.502716823,55.48,46.43,34,0,2,Urea
West,Sandy,Cotton,772.3057177414046,31.0,False,False,Sunny,128,4.502716823,66.9,49.75,14,16,15,17-17-17
West,Sandy,Cotton,772.3057177414046,31.0,False,False,Sunny,128,4.502716823,55.22,24.37,12,0,35,Urea
West,Sandy,Cotton,772.3057177414046,31.0,False,False,Sunny,128,4.502716823,53.09,66.97,13,8,28,Urea
West,Sandy,Cotton,772.3057177414046,31.0,False,False,Sunny,128,4.502716823,64.16,61.68,8,17,14,Urea
West,Sandy,Cotton,772.3057177414046,31.0,False,False,Sunny,128,4.502716823,67.97,36.56,8,11,27,17-17-17
West,Sandy,Cotton,772.3057177414046,31.0,False,False,Sunny,128,4.502716823,60.88,24.64,17,0,16,Urea
West,Sandy,Cotton,749.0480589197336,31.0,True,True,Cloudy,89,6.725637281176528,55.48,46.43,34,0,2,Urea
West,Sandy,Cotton,749.0480589197336,31.0,True,True,Cloudy,89,6.725637281176528,66.9,49.75,14,16,15,17-17-17
West,Sandy,Cotton,749.0480589197336,31.0,True,True,Cloudy,89,6.725637281176528,55.22,24.37,12,0,35,Urea
West,Sandy,Cotton,749.0480589197336,31.0,True,True,Cloudy,89,6.725637281176528,53.09,66.97,13,8,28,Urea
West,Sandy,Cotton,749.0480589197336,31.0,True,True,Cloudy,89,6.725637281176528,64.16,61.68,8,17,14,Urea
West,Sandy,Cotton,749.0480589197336,31.0,True,True,Cloudy,89,6.725637281176528,67.97,36.56,8,11,27,17-17-17
West,Sandy,Cotton,749.0480589197336,31.0,True,True,Cloudy,89,6.725637281176528,60.88,24.64,17,0,16,Urea
South,Sandy,Barley,247.7968247922649,39.0,False,False,Rainy,79,2.144831157767724,73.55,37.74,12,1,41,10-26-26
South,Sandy,Barley,247.7968247922649,39.0,False,False,Rainy,79,2.144831157767724,73.58,47.49,44,0,4,14-35-14
South,Sandy,Barley,247.7968247922649,39.0,False,False,Rainy,79,2.144831157767724,63.45,47.15,12,14,19,17-17-17
West,Sandy,Maize,486.1506422976588,21.0,False,False,Cloudy,67,2.1778239102579517,57.62,34.24,11,15,11,20-20
West,Sandy,Maize,486.1506422976588,21.0,False,False,Cloudy,67,2.1778239102579517,40.45,64.17,35,0,0,Urea
West,Sandy,Maize,486.1506422976588,21.0,False,False,Cloudy,67,2.1778239102579517,48.03,43.37,4,14,15,20-20
West,Sandy,Barley,870.4909375178107,34.0,False,True,Cloudy,95,6.895186673,59.89,59.4,28,4,22,10-26-26
West,Sandy,Barley,870.4909375178107,34.0,False,True,Cloudy,95,6.895186673,67.02,41.72,37,0,1,28-28
West,Sandy,Barley,870.4909375178107,34.0,False,True,Cloudy,95,6.895186673,71.07,65.13,9,8,19,20-20
West,Sandy,Barley,870.4909375178107,34.0,False,True,Cloudy,95,6.895186673,58.7,28.33,11,0,18,Urea
West,Sandy,Barley,870.4909375178107,34.0,False,True,Cloudy,95,6.895186673,55.64,37.76,37,2,0,10-26-26
West,Sandy,Barley,870.4909375178107,34.0,False,True,Cloudy,95,6.895186673,68.13,39.85,24,0,21,20-20
West,Sandy,Barley,870.4909375178107,34.0,False,True,Cloudy,95,6.895186673,73.42,43.02,45,0,0,20-20
North,Sandy,Wheat,447.63806727933127,25.0,False,False,Sunny,117,2.439387593,55.37,65.56,9,4,12,28-28
North,Sandy,Wheat,447.63806727933127,25.0,False,False,Sunny,117,2.439387593,61.44,49.36,43,0,3,DAP
North,Sandy,Wheat,447.63806727933127,25.0,False,False,Sunny,117,2.439387593,64.48,52.92,16,0,8,14-35-14
North,Sandy,Wheat,447.63806727933127,25.0,False,False,Sunny,117,2.439387593,54.12,31.81,38,4,0,28-28
North,Sandy,Wheat,447.63806727933127,25.0,False,False,Sunny,117,2.439387593,48.3,60.18,13,2,11,28-28
East,Sandy,Wheat,764.6848438450993,23.0,False,False,Sunny,114,4.233172701,59.4,40.01,12,4,24,14-35-14
East,Sandy,Wheat,764.6848438450993,23.0,False,False,Sunny,114,4.233172701,40.24,61.13,12,3,5,14-35-14
East,Sandy,Maize,267.1818778408474,21.0,False,False,Sunny,141,1.2024951115852414,57.62,34.24,11,15,11,20-20
East,Sandy,Maize,267.1818778408474,21.0,False,False,Sunny,141,1.2024951115852414,40.45,64.17,35,0,0,Urea
East,Sandy,Maize,267.1818778408474,21.0,False,False,Sunny,141,1.2024951115852414,48.03,43.37,4,14,15,20-20
North,Sandy,Wheat,150.3493632517501,33.0,False,False,Sunny,63,1.0717114855241234,61.9,32.87,41,3,1,28-28
North,Sandy,Wheat,150.3493632517501,33.0,False,False,Sunny,63,1.0717114855241234,56.48,24.69,41,0,0,DAP
North,Sandy,Wheat,150.3493632517501,33.0,False,False,Sunny,63,1.0717114855241234,73.31,26.07,8,0,18,20-20
North,Sandy,Wheat,150.3493632517501,33.0,False,False,Sunny,63,1.0717114855241234,59.46,64.44,6,0,16,28-28
North,Sandy,Wheat,150.3493632517501,33.0,False,False,Sunny,63,1.0717114855241234,74.86,57.18,19,0,42,Urea
North,Sandy,Wheat,150.3493632517501,33.0,False,False,Sunny,63,1.0717114855241234,59.19,26.58,16,0,32,14-35-14
North,Sandy,Wheat,150.3493632517501,33.0,False,False,Sunny,63,1.0717114855241234,66.5,37.64,19,1,28,14-35-14
North,Sandy,Wheat,150.3493632517501,33.0,False,False,Sunny,63,1.0717114855241234,52.94,35.23,19,2,18,Urea
North,Sandy,Wheat,150.3493632517501,33.0,False,False,Sunny,63,1.0717114855241234,60.97,44.56,8,12,20,20-20
North,Sandy,Wheat,150.3493632517501,33.0,False,False,Sunny,63,1.0717114855241234,55.28,55.87,6,4,32,28-28
West,Sandy,Wheat,915.043266390848,34.0,False,True,Sunny,91,6.740724756368785,57.44,52.37,5,3,5,DAP
West,Sandy,Wheat,915.043266390848,34.0,False,True,Sunny,91,6.740724756368785,52.7,60.28,9,8,25,20-20
West,Sandy,Wheat,915.043266390848,34.0,False,True,Sunny,91,6.740724756368785,59.81,36.57,18,3,24,DAP
West,Sandy,Wheat,915.043266390848,34.0,False,True,Sunny,91,6.740724756368785,66.8,31.4,10,3,29,20-20
West,Sandy,Wheat,915.043266390848,34.0,False,True,Sunny,91,6.740724756368785,66.76,38.99,43,0,4,14-35-14
West,Sandy,Wheat,915.043266390848,34.0,False,True,Sunny,91,6.740724756368785,57.76,33.56,18,0,42,Urea
West,Sandy,Wheat,915.043266390848,34.0,False,True,Sunny,91,6.740724756368785,55.99,29.3,24,0,24,28-28
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,68.94,67.37,15,0,33,20-20
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,72.52,37.15,10,0,41,17-17-17
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,71.08,29.01,35,0,0,10-26-26
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,62.37,45.01,8,0,43,10-26-26
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,53.01,45.88,1,18,14,DAP
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,55.77,44.43,16,0,10,14-35-14
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,62.28,57.46,12,0,44,28-28
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,65.32,46.1,12,15,21,17-17-17
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,63.72,35.8,16,4,40,DAP
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,75.71,34.53,13,0,17,14-35-14
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,71.13,36.11,10,0,35,28-28
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,50.95,43.98,42,3,0,DAP
North,Sandy,Barley,157.9997581061984,32.0,False,True,Rainy,84,2.5758079921835013,58.24,59.48,10,22,22,10-26-26
West,Sandy,Maize,183.3952809276603,24.0,True,True,Rainy,68,3.924413991737538,60.16,32.61,38,4,0,DAP
West,Sandy,Maize,183.3952809276603,24.0,True,True,Rainy,68,3.924413991737538,53.31,26.82,8,1,5,20-20
West,Sandy,Maize,183.3952809276603,24.0,True,True,Rainy,68,3.924413991737538,49.32,38.13,21,0,19,10-26-26
West,Sandy,Maize,183.3952809276603,24.0,True,True,Rainy,68,3.924413991737538,52.52,35.28,12,8,34,10-26-26
West,Sandy,Wheat,155.4542890167683,27.0,True,False,Sunny,85,2.518093422126581,68.62,46.27,9,0,39,DAP
West,Sandy,Wheat,155.4542890167683,27.0,True,False,Sunny,85,2.518093422126581,47.55,65.62,40,0,0,17-17-17
West,Sandy,Wheat,155.4542890167683,27.0,True,False,Sunny,85,2.518093422126581,62.14,37.45,21,0,19,10-26-26
West,Sandy,Wheat,155.4542890167683,27.0,True,False,Sunny,85,2.518093422126581,61.58,33.57,11,0,16,DAP
West,Sandy,Wheat,155.4542890167683,27.0,True,False,Sunny,85,2.518093422126581,63.26,43.38,32,0,0,10-26-26
West,Sandy,Wheat,155.4542890167683,27.0,True,False,Sunny,85,2.518093422126581,69.59,26.75,3,8,26,28-28
West,Sandy,Wheat,155.4542890167683,27.0,True,False,Sunny,85,2.518093422126581,56.05,30.48,12,3,41,20-20
West,Sandy,Wheat,155.4542890167683,27.0,True,False,Sunny,85,2.518093422126581,65.21,33.52,9,18,11,10-26-26
West,Sandy,Wheat,155.4542890167683,27.0,True,False,Sunny,85,2.518093422126581,44.44,50.65,25,0,14,28-28
West,Sandy,Wheat,155.4542890167683,27.0,True,False,Sunny,85,2.518093422126581,55.45,46.99,27,3,24,28-28
East,Sandy,Maize,431.3763170482948,24.0,True,False,Cloudy,62,4.796151975912363,60.16,32.61,38,4,0,DAP
East,Sandy,Maize,431.3763170482948,24.0,True,False,Cloudy,62,4.796151975912363,53.31,26.82,8,1,5,20-20
East,Sandy,Maize,431.3763170482948,24.0,True,False,Cloudy,62,4.796151975912363,49.32,38.13,21,0,19,10-26-26
East,Sandy,Maize,431.3763170482948,24.0,True,False,Cloudy,62,4.796151975912363,52.52,35.28,12,8,34,10-26-26
West,Sandy,Barley,848.6060959383749,21.0,False,False,Cloudy,97,4.233146845094055,44.09,59.39,10,17,19,Urea
West,Sandy,Barley,848.6060959383749,21.0,False,False,Cloudy,97,4.233146845094055,48.29,57.03,34,2,0,10-26-26
North,Sandy,Cotton,324.4677327628398,26.0,True,True,Sunny,61,4.789165559849335,52.62,22.27,8,1,43,17-17-17
North,Sandy,Cotton,324.4677327628398,26.0,True,True,Sunny,61,4.789165559849335,63.42,24.65,13,1,42,17-17-17
North,Sandy,Cotton,324.4677327628398,26.0,True,True,Sunny,61,4.789165559849335,57.87,57.72,36,0,2,14-35-14
North,Sandy,Cotton,324.4677327628398,26.0,True,True,Sunny,61,4.789165559849335,59.25,36.27,36,0,0,10-26-26
North,Sandy,Cotton,324.4677327628398,26.0,True,True,Sunny,61,4.789165559849335,53.99,20.0,12,14,12,17-17-17
North,Sandy,Cotton,324.4677327628398,26.0,True,True,Sunny,61,4.789165559849335,61.18,44.59,37,0,3,14-35-14
West,Sandy,Barley,526.0784312823232,33.0,True,True,Rainy,109,6.0627054426914215,51.22,37.76,27,1,19,17-17-17
West,Sandy,Barley,526.0784312823232,33.0,True,True,Rainy,109,6.0627054426914215,59.04,44.65,12,18,16,DAP
West,Sandy,Barley,526.0784312823232,33.0,True,True,Rainy,109,6.0627054426914215,72.18,53.83,15,15,12,DAP
West,Sandy,Barley,526.0784312823232,33.0,True,True,Rainy,109,6.0627054426914215,58.1,55.98,9,12,26,Urea
West,Sandy,Barley,526.0784312823232,33.0,True,True,Rainy,109,6.0627054426914215,69.07,48.24,41,0,0,14-35-14
West,Sandy,Barley,526.0784312823232,33.0,True,True,Rainy,109,6.0627054426914215,54.32,35.7,9,2,8,Urea
West,Sandy,Barley,526.0784312823232,33.0,True,True,Rainy,109,6.0627054426914215,62.99,50.43,10,0,9,20-20
South,Sandy,Barley,648.9415810334551,23.0,False,True,Sunny,108,4.998328091307593,53.65,69.68,11,3,14,20-20
South,Sandy,Barley,648.9415810334551,23.0,False,True,Sunny,108,4.998328091307593,54.64,32.83,21,1,16,14-35-14
South,Sandy,Barley,648.9415810334551,23.0,False,True,Sunny,108,4.998328091307593,48.41,28.57,21,3,16,10-26-26
South,Sandy,Barley,648.9415810334551,23.0,False,True,Sunny,108,4.998328091307593,60.46,36.53,20,4,18,DAP
West,Sandy,Wheat,670.7822275985885,27.0,False,True,Cloudy,126,5.265471024912104,68.62,46.27,9,0,39,DAP
West,Sandy,Wheat,670.7822275985885,27.0,False,True,Cloudy,126,5.265471024912104,47.55,65.62,40,0,0,17-17-17
West,Sandy,Wheat,670.7822275985885,27.0,False,True,Cloudy,126,5.265471024912104,62.14,37.45,21,0,19,10-26-26
West,Sandy,Wheat,670.7822275985885,27.0,False,True,Cloudy,126,5.265471024912104,61.58,33.57,11,0,16,DAP
West,Sandy,Wheat,670.7822275985885,27.0,False,True,Cloudy,126,5.265471024912104,63.26,43.38,32,0,0,10-26-26
West,Sandy,Wheat,670.7822275985885,27.0,False,True,Cloudy,126,5.265471024912104,69.59,26.75,3,8,26,28-28
West,Sandy,Wheat,670.7822275985885,27.0,False,True,Cloudy,126,5.265471024912104,56.05,30.48,12,3,41,20-20
West,Sandy,Wheat,670.7822275985885,27.0,False,True,Cloudy,126,5.265471024912104,65.21,33.52,9,18,11,10-26-26
West,Sandy,Wheat,670.7822275985885,27.0,False,True,Cloudy,126,5.265471024912104,44.44,50.65,25,0,14,28-28
West,Sandy,Wheat,670.7822275985885,27.0,False,True,Cloudy,126,5.265471024912104,55.45,46.99,27,3,24,28-28
East,Sandy,Barley,211.7532350660899,22.0,False,False,Rainy,84,1.591755153870152,51.15,40.5,38,0,0,Urea
West,Sandy,Cotton,898.2603209400257,35.0,True,False,Rainy,67,5.839201094459157,67.7,66.68,13,0,13,DAP
West,Sandy,Cotton,898.2603209400257,35.0,True,False,Rainy,67,5.839201094459157,70.42,24.42,19,2,24,28-28
West,Sandy,Cotton,898.2603209400257,35.0,True,False,Rainy,67,5.839201094459157,63.37,43.28,8,12,27,17-17-17
West,Sandy,Barley,228.21172891634848,24.0,False,False,Cloudy,85,1.8815384317015431,64.62,26.9,5,5,26,14-35-14
West,Sandy,Barley,228.21172891634848,24.0,False,False,Cloudy,85,1.8815384317015431,52.08,65.93,6,0,34,28-28
